Vaccine,Brandname/ Tradename,NDC,Packaging,CDC Cost/ Dose,Private Sector Cost/ Dose,Contract End Date,Manufacturer,Contract Number,Date
Influenza F,Afluria,33332-0024-03,10 pack – 1 dose syringe,$15.52 ,$21.60 ,2/28/2025,"Seqirus USA, Inc",75D30124D18413,2024-08-23
Influenza F,Afluria,33332-0124-10,10 dose vial,$14.36 ,$19.96 ,2/28/2025,"Seqirus USA, Inc",75D30124D18413,2024-08-23
Influenza F,FluMist,66019-0311-10,10 pack- 1 dose sprayer (Intranasal),$17.64 ,$24.70 ,2/28/2025,AstraZeneca,75D30124D18407,2024-08-23
InfluenzaF(Age 6 months and older),Fluzone,49281-0641-15,10 dose vial,$13.93 ,$19.30 ,2/28/2025,Sanofi Pasteur,75D30124D18411,2025-02-01
InfluenzaF(Age 6 months and older),Fluzone,49281-0424-50,10 pack - 1 dose syringe,$14.34 ,$20.68 ,2/28/2025,Sanofi Pasteur,75D30124D18411,2025-02-01
InfluenzaF(Age 6 months and older),Fluarix,58160-0884-52,10 pack- 1 dose syringe,$13.92 ,$19.73 ,2/28/2025,GlaxoSmithKline,75D30124D18409,2025-02-01
InfluenzaF(Age 6 months and older),Flucelvax,70461-0654-03,10 pack- 1 dose syringe,$19.76 ,$32.45 ,2/28/2025,"Seqirus USA, Inc",75D30124D18413,2025-02-01
InfluenzaF(Age 6 months and older),Flucelvax,70461-0554-10,10 dose vial,$19.24 ,$32.45 ,2/28/2025,"Seqirus USA, Inc",75D30124D18413,2025-02-01
InfluenzaF(Age 36 months and older),Afluria,33332-0024-03,10 pack - 1 dose syringe,$14.41 ,$21.60 ,2/28/2025,"Seqirus USA, Inc",75D30124D18413,2025-02-01
InfluenzaF(Age 6 months and older),Afluria,33332-0124-10,10 dose vial,$13.33 ,$19.96 ,2/28/2025,"Seqirus USA, Inc",75D30124D18413,2025-02-01
"InfluenzaFLive, Intranasal (Age 2-49 years)",FluMist,66019-0311-10,10 pack- 1 dose sprayer (Intranasal),$17.64 ,$24.70 ,2/28/2025,AstraZeneca,75D30124D18407,2025-02-01
